id,name,email,age,year_of_study,shirt_size,university,dietary_restrictions,programming_skills,experience_level,hackathons_done,interests,preferred_role,interest_in_challenges,preferred_languages,friend_registration,preferred_team_size,availability,Tryhard,Learner,Rookie,Portfolio
abb4427c-6e95-489c-8a2e-e2540a8e1955,Aurora Elena Reynolds,aurora_elena_reynolds@gmail.com,21,3rd year,S,Universidad de Sevilla,None,"{'Agile Methodology': 2, 'AWS/Azure/GCP': 2, 'IoT': 6, 'PyTorch ': 2}",Intermediate,1,"['Quantum', 'Enterprise', 'Design', 'AR/VR', 'Communication', 'DevOps']",Analysis,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.003600899204810192,0.0,0.0
22a6b0e5-fd1f-4623-bfa9-65d27bd7aa5e,Léonie Rives-Piqué,lonie_rives-piqu@gmail.com,21,3rd year,L,Universitat de Lleida (UDL),None,"{'Data Visualization': 4, 'Agile Methodology': 3, 'AWS/Azure/GCP': 2, 'UI/UX Design': 3}",Intermediate,1,"['Design', 'Robotic Process Automation', 'Web', 'Communication', 'Health', 'Databases', 'IoT']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0394527609097115,0.06541223657034309,0.0,0.0
b5902f6d-b81d-45c4-ae5c-b36bba3f2833,Alessandra Paige.,alessandra_paige.@gmail.com,20,3rd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'JavaScript': 3, 'Android Development': 5, 'Java': 4, 'React': 7}",Intermediate,2,"['Fintech', 'Databases', 'Lifehacks', 'IoT', 'Social Good', 'Quantum']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011452972083044795,0.015622125989744561,0.0,0.04612456778604598
1847b67d-d904-4cbe-b829-eeab07d1c27a,Ariadna Elizabet Harrison,ariadna_elizabet_harrison@yahoo.com,20,3rd year,S,Universitat de Lleida (UDL),Vegetarian,"{'React Native': 5, 'Aws': 3, 'iot': 7, 'UI/UX': 4, 'go': 3, 'css': 7}",Intermediate,2,"['Fintech', 'E-commerce/Retail', 'Gaming', 'Robotic Process Automation', 'AR/VR', 'Communication', 'Health']",Development,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.0034969566935513065,0.07334684718259414,0.0
64884327-0103-40e4-9c15-e0d6aa35ba84,Ana-Sophia Wagner,ana-sophia_wagner@gmail.com,20,2nd year,M,Universidad Complutense de Madrid,None,"{'React Native': 3, 'Natural Language Processing': 2, 'IoT': 3, 'Flutter': 2}",Intermediate,3,"['Lifehacks', 'Machine Learning/AI', 'Productivity', 'Web', 'Social Good', 'Education', 'Mobile', 'IoT']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish', 'German']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.009256254695534854,0.0,0.0
a887d6e4-99b9-42ec-98cb-71e250a17da3,Alejandra Porter-Silva,alejandra_porter-silva@outlook.com,18,2nd year,M,Universidad de Salamanca,None,"{'Python': 7, 'PostgreSQL': 7, 'Android Development': 7, 'Java': 7, 'Blockchain': 6, 'C++': 4, 'iOS Development': 6}",Intermediate,5,"['Databases', 'Productivity', 'Enterprise']",Analysis,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish', 'Portuguese']",['41bad59d-750a-4521-9d6e-d01c558e804b'],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.06467246036060251,0.00279642955030348,0.0,0.0
daf6ddb5-c1d0-4cd9-9d3e-381345e62dcc,Elodie Prous,elodie_prous@gmail.com,20,2nd year,M,Universitat de Barcelona (UB),None,"{'HTML/CSS': 3, 'Rust': 4, 'JavaScript': 2, 'IoT': 1}",Beginner,2,"['E-commerce/Retail', 'Databases', 'Mobile', 'IoT']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['Catalan', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.041782418499374585,0.03920670408769999,0.06838978926041815,0.019254056343005335
d36c0f32-8b32-460d-a2e8-042dd624d9d3,Ana Sofia Marquez,ana_sofia_marquez@gmail.com,21,3rd year,S,Universidad de Sevilla,None,"{'Blockchain': 2, 'Machine Learning': 4, 'Data Analysis': 5, 'SQL': 4, 'Python': 2, 'Natural Language Processing': 2, 'IoT': 5, 'JavaScript': 5}",Intermediate,4,"['Robotic Process Automation', 'Communication', 'Productivity', 'Social Good', 'Quantum', 'AR/VR', 'Blockchain']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['Spanish'],['b3d0a2d3-9dd6-48f1-a9b1-ffeaba3e1781'],2,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.055427930894752606,0.08379478281050373,0.0,0.044485573300927665
d6b6dbeb-b579-41de-b8a7-985def933b54,Ana-Katharina Ferrer,ana-katharina_ferrer@outlook.com,20,3rd year,S,Universitat Politècnica de Catalunya (UPC),None,"{'Go': 4, 'Python': 6, 'Rust': 3, 'Android Development': 7, 'Flutter': 4, 'TensorFlow': 6, 'PyTorch': 6, 'PostgreSQL': 5, 'UI/UX Design': 6}",Intermediate,3,"['Education', 'Gaming', 'Cybersecurity', 'Design', 'Productivity']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'German']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.050705713166993197,0.0,0.0,0.03735869580571989
b24e9547-dfd1-4275-864d-3016b6d1e833,Mara Esteve,mara_esteve@outlook.com,18,2nd year,L,Universitat Autònoma de Barcelona (UAB),Other,"{'Blockchain': 5, 'Flutter': 6, 'MongoDB': 5, 'React': 4, 'PyTorch': 4, 'Natural Language Processing': 6, 'Computer Vision ': 3}",Intermediate,1,"['Fintech', 'Health', 'Blockchain']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.010339550820843918,0.014914812586900276,0.0,0.0
d1cf429b-4101-4d2d-8062-07b25ed9c2cc,Sophie Roussel,sophie_roussel@gmail.com,21,4th year,M,Sorbonne University,Vegan,"{'SQL': 5, 'React': 5, 'Blockchain': 5, 'TypeScript': 4, 'React Native': 3, 'Android Development': 7, 'Flask': 7, 'MongoDB': 3, 'TensorFlow': 9, 'C++': 6}",Advanced,8,"['Lifehacks', 'Communication', 'DevOps', 'Fintech', 'Quantum', 'Design', 'Health']",Development,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']",['French'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011014077978472354,0.060968210837392914,0.0,0.01871810287561474
b3a87569-5d82-4f13-87c4-682e036711d1,Luna Marí Simmons,luna_mar_simmons@gmail.com,19,2nd year,M,Universitat Politècnica de Catalunya (UPC),Vegetarian,"{'PostgreSQL': 5, 'Data Analysis': 2, 'Data Visualization': 4, 'PyTorch': 2, 'Rust': 5, 'iOS Development': 3, 'Android Development': 2, 'Machine Learning': 5, 'HTML/CSS': 4}",Intermediate,1,"['Health', 'Voice skills', 'Mobile', 'Enterprise']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': False, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.018419552485457198,0.01440921028063105,0.0,0.0
0cc72e8b-cf50-44c2-8512-7fffc8561916,Alexandra Sàlvo,alexandra_slvo@gmail.com,21,3rd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'Blockchain': 4, 'Java': 4, 'PostgreSQL': 3, 'iOS Development': 6, 'Natural Language Processing': 6}",Intermediate,4,"['Voice skills', 'Quantum', 'Robotic Process Automation', 'Gaming', 'Communication', 'Design', 'Music/Art', 'Mobile', 'Web']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan', 'Spanish']",['b9df758e-1c05-4ab5-9d72-dfa7cd81f735'],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.08541273425565465,0.0,0.10333888642867214,0.0
91bd93ce-c465-4b4f-a01d-54d701a72613,Aurora Santos Rodriguez,aurora_santos_rodriguez@gmail.com,20,3rd year,M,Universidad de Sevilla,None,"{'Android Development': 6, 'iOS Development': 6, 'Flutter': 5, 'Blockchain': 3, 'JavaScript': 6, 'React Native': 4, 'MongoDB': 2, 'HTML/CSS': 6}",Intermediate,1,"['Lifehacks', 'Quantum', 'Education', 'Communication', 'Design', 'Web']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': False}",0.02104230806288288,0.03288194433457851,0.0,0.038786628403110444
60786ecf-998f-416f-b89f-f8e6f1a75533,Ashley Thompson,ashley_thompson@gmail.com,20,2nd year,M,Universitat de Lleida (UDL),None,"{'Computer Vision': 7, 'Agile Methodology': 6, 'Flutter': 5, 'C++': 5, 'Docker': 5}",Intermediate,2,"['Cybersecurity', 'Fintech', 'Robotic Process Automation', 'Social Good', 'Design', 'Blockchain', 'Mobile', 'Web', 'Lifehacks']",Analysis,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01958274587756725,0.01531915085585335,0.05694782474179626,0.0
d5f66576-1666-48fc-8c0d-1f1887b58aa2,Isabelle Cochet,isabelle_cochet@gmail.com,20,3rd year,L,University of Paris-Saclay,None,"{'JavaScript': 6, 'Python': 5, 'TensorFlow': 3, 'IoT': 6, 'Flask': 4, 'TypeScript': 2, 'Go': 5}",Intermediate,3,"['Music/Art', 'DevOps', 'Health', 'Enterprise', 'Robotic Process Automation', 'Design', 'Voice skills', 'Quantum', 'Blockchain']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['French'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.12423699432044713,0.006988379732232594,0.04073637301600264,0.0
38a06050-e1cd-49f6-81f7-506b41143c62,Evelyn Reed,evelyn_reed@gmail.com,20,3rd year,S,Universitat de Barcelona (UB),None,"{'Blockchain': 5, 'Computer Vision': 3, 'react': 3, 'Design': 2, 'java script': 7, 'rust': 5}",Intermediate,3,"['Gaming', 'IoT', 'Social Good', 'Voice skills', 'Productivity', 'Lifehacks', 'Mobile', 'Web']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.028502224710548425,0.0,0.029808125236892757,0.0
ffd5f92d-5208-4c9f-bae5-c9598a6e2e32,Anaïs Sofía Ingram,anas_sofa_ingram@gmail.com,20,3rd year,M,Universidad de Valencia,Vegetarian,"{'SQL': 7, 'React Native': 4, 'Docker': 7, 'Flask': 6, 'HTML/CSS': 2, 'Java': 2, 'Machine Learning': 6}",Intermediate,2,"['Gaming', 'Productivity', 'Social Good', 'Health', 'IoT', 'DevOps']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish', 'French', 'Portuguese']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0.011857330010383388,0.06563601578403472,0.0,0.020151185001438872
54e5840a-f564-4cf3-adbf-04d810037257,Luna Évelyn,luna_velyn@gmail.com,19,1st year,XL,Universidad de Salamanca,None,"{'Rust': 4, 'Java': 1}",Beginner,0,"['Music/Art', 'Communication', 'DevOps', 'Robotic Process Automation']",Don't know,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.06093221433074446,0.0,0.037626022329951284,0.0
bc18d6a8-769b-4571-90d2-366066fc2411,Zarina Rodriguez,zarina_rodriguez@outlook.com,19,2nd year,S,Universitat Pompeu Fabra (UPF),None,"{'Agile Methodology': 6, 'Rust': 5, 'Computer Vision': 4, 'Blockchain': 7, 'Data Visualization': 6, 'Android Development': 4, 'SQL': 7}",Intermediate,5,"['Gaming', 'E-commerce/Retail', 'Web', 'Communication', 'Quantum', 'DevOps', 'Fintech']",Analysis,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",[],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.08524069510114145,0.0,0.02920676437717081,0.018512648291671898
15fd1049-8aa0-4bfb-8d7e-de37ddb135e9,Maria Isabella Flores,maria_isabella_flores@gmail.com,21,3rd year,M,Universidad Complutense de Madrid,None,"{'UI/UX Design': 6, 'Android Development': 5, 'SQL': 7, 'PostgreSQL': 6}",Intermediate,5,"['IoT', 'Machine Learning/AI', 'E-commerce/Retail', 'Education', 'Fintech', 'Robotic Process Automation', 'Productivity', 'Cybersecurity', 'Social Good']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': False}",0.051648905979242946,0.002417961260252286,0.0,0.0
10f198b3-12f5-4f9d-9f8f-364c1409c34a,Ava Rose Windsor,ava_rose_windsor@gmail.com,19,2nd year,S,Universitat Pompeu Fabra (UPF),None,"{'Data Analysis': 5, 'Java': 3, 'HTML/CSS': 5, 'Agile Methodology': 7, 'Blockchain': 3, 'IoT': 3, 'iOS Development': 6}",Intermediate,2,"['Health', 'Web', 'Communication', 'IoT', 'Cybersecurity', 'Mobile']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.010377486314325819,0.05744437026963292,0.0,0.017636233990852554
14cfc8e2-b390-4a64-b273-1432d2ad6eec,Lara Maria Fiorenzi,lara_maria_fiorenzi@outlook.com,21,3rd year,S,Universitat de Barcelona (UB),None,"{'Rust': 5, 'Flask': 4, 'Flutter': 7, 'Git': 6, 'React': 2}",Intermediate,3,"['E-commerce/Retail', 'Cybersecurity', 'Lifehacks', 'Enterprise', 'Education', 'Communication']",Visualization,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['Catalan', 'Spanish', 'Italian']",[],4,"{'Saturday morning': False, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02253732904724753,0.045482628326183654,0.0,0.01915076525118586
1b12d6d7-3755-49a5-9c33-baf5a6fd8dfe,Núria Sònia Bassa,nria_snia_bassa@outlook.com,20,3rd year,M,Universitat Pompeu Fabra (UPF),Vegan,"{'TensorFlow': 7, 'Java': 3, 'Android Development': 9, 'AWS/Azure/GCP': 8, 'PostgreSQL': 5, 'UI/UX Design': 6, 'Python': 8, 'React Native': 8, 'Blockchain': 5, 'Git': 3, 'iOS Development': 9}",Advanced,8,"['AR/VR', 'Cybersecurity', 'DevOps', 'Machine Learning/AI', 'Quantum', 'Music/Art']",Don't care,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['Catalan'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.009668737094200927,0.013947163103188588,0.0,0.0
ae06295e-fcf7-4899-9710-f6febf3cb40b,Mercè Thompson,merc_thompson@gmail.com,21,3rd year,M,Universitat Internacional de Catalunya (UIC),None,"{'SQL': 3, 'Rust': 4, 'Python': 4}",Intermediate,2,"['Lifehacks', 'E-commerce/Retail', 'Productivity', 'Fintech', 'Blockchain', 'Quantum']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01192514444443703,0.027498219882876457,0.0,0.0607993009366267
ded910dd-aef5-4963-bcdb-c311d15d3543,Maria Claudia Kaiser,maria_claudia_kaiser@gmail.com,20,3rd year,M,TU Berlin,None,"{'Agile Methodology': 7, 'C++': 7, 'SQL': 4, 'iOS Development': 3, 'AWS/Azure/GCP': 7, 'TypeScript': 2}",Intermediate,3,"['AR/VR', 'Design', 'IoT', 'Web', 'Health', 'Enterprise', 'Voice skills', 'Social Good']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['German', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0.04690727164275444,0.035142290192640015,0.037163310334917495,0.018823514041797173
464accd9-919f-4f86-b1af-a730553bdbb6,Sofía Anne Kramer,sofa_anne_kramer@gmail.com,17,1st year,S,Universidad Complutense de Madrid,None,"{'Figma': 1, 'Python': 4, 'Data Analysis': 3, 'iOS Development': 4}",Beginner,2,"['DevOps', 'Gaming', 'Fintech', 'Lifehacks', 'Robotic Process Automation']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish', 'German']",['2ce390e5-bc0d-4745-8555-f6ad124dae20'],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.036806920223871546,0.07913531332769076,0.0,0.0
60762f08-67a9-4787-bc42-8b90d2d75e79,Emily Wilder,emily_wilder@gmail.com,20,2nd year,M,Universitat Autònoma de Barcelona (UAB),Gluten-free,"{'UI/UX Design': 2, 'Python': 4, 'React': 3, 'Git': 4}",Beginner,1,"['AR/VR', 'Mobile', 'DevOps', 'Design', 'Gaming']",Don't know,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.059966898614767956,0.024004253760217368,0.0348751607331063,0.01766454796016269
2dae0fba-0022-455e-9f84-8be336617975,Lily González,lily_gonzlez@gmail.com,20,3rd year,S,Universidad de Granada,None,"{'HTML/CSS': 5, 'IoT': 3, 'Blockchain': 7, 'TypeScript': 2, 'PostgreSQL': 5, 'UI/UX Design': 5, 'Data Analysis': 3, 'Android Development': 2}",Intermediate,4,"['Design', 'Machine Learning/AI', 'Fintech', 'Robotic Process Automation', 'Blockchain', 'Health', 'IoT', 'Web', 'Lifehacks']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02942019457564615,0.09841320989034592,0.0,0.0
d9007ba8-ae61-4f4a-bfa7-04950fa4599d,Aina Elisabet Fernández,aina_elisabet_fernndez@outlook.com,17,1st year,M,Universitat de Barcelona (UB),None,"{'git': 4, 'typescript': 4}",Beginner,1,"['Enterprise', 'Fintech', 'Health']",Don't know,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': False}",0.0,0.01224332708825692,0.035839565834980915,0.0
e147a613-5f64-4389-8eda-3d38ef6b90b6,Lorenzo Vasquez,lorenzo_vasquez@gmail.com,20,3rd year,M,Universidad de Salamanca,None,"{'Flutter': 9, 'MongoDB': 4, 'Rust': 5, 'Machine Learning': 9, 'IoT': 3, 'PostgreSQL': 7, 'React Native': 9, 'React': 5, 'TypeScript': 3, 'Natural Language Processing': 7, 'Go': 6, 'Computer Vision': 4}",Advanced,8,"['Cybersecurity', 'Lifehacks', 'Music/Art']",Analysis,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['Spanish', 'Italian']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02297092097303474,0.021554858085230163,0.0,0.0
f11e4732-0394-4769-87df-f199222f24db,Elena Fiorentina Muntadas,elena_fiorentina_muntadas@outlook.com,19,1st year,S,Universitat Pompeu Fabra (UPF),Vegetarian,"{'Go': 4, 'Machine Learning': 3, 'Flutter': 2, 'IoT': 1}",Beginner,0,"['Databases', 'Education', 'Communication', 'Gaming', 'Enterprise']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'Italian']",[],4,"{'Saturday morning': False, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.018918303218146523,0.0,0.03776916712518067,0.019047426136534967
9fad6285-a0bd-44e8-ba7a-da1beadcb432,Laia Balmón,laia_balmn@gmail.com,21,3rd year,S,Universitat Politècnica de Catalunya (UPC),None,"{'Agile Methodology': 2, 'Data Analysis': 2, 'Natural Language Processing': 3, 'Figma': 3, 'PostgreSQL': 5, 'React Native': 6}",Intermediate,1,"['Health', 'IoT', 'Voice skills', 'Music/Art', 'E-commerce/Retail']",Design,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.07945054915112668,0.0786202518777277,0.0,0.04173848132948012
091eabce-6765-44e7-9acf-a16d604ffd69,Emily Winters,emily_winters@gmail.com,18,2nd year,M,Universitat de Barcelona (UB),None,"{'iOS Development': 2, 'Android Development': 2, 'React Native': 5, 'Python': 4, 'Agile Methodology': 4, 'TensorFlow': 2, 'IoT': 6, 'Rust': 7}",Intermediate,4,"['Robotic Process Automation', 'E-commerce/Retail', 'Enterprise', 'Quantum', 'Mobile', 'Health']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.022800307651504193,0.024953346172184834,0.0,0.0
890d188e-519c-4b67-a5bb-f473a23a9dbb,Louna Marcelle Rousseau,louna_marcelle_rousseau@gmail.com,19,2nd year,S,Sorbonne University,None,"{'MongoDB': 3, 'Figma': 6, 'Data Visualization': 7, 'JavaScript': 6}",Intermediate,1,"['Education', 'Fintech', 'Health', 'E-commerce/Retail', 'Enterprise', 'Blockchain']",Development,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['French'],['fcbd26d3-6334-4ef1-9ef5-2a05121547f7'],1,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.010780630602080702,0.0,0.021219985351051594
7ebaf843-5532-4f42-90e1-2a08f6592fd8,Sabina Moreno,sabina_moreno@outlook.com,20,3rd year,L,Universidad de Valencia,None,"{'Java': 7, 'Blockchain': 3, 'Android Development': 6, 'AWS/Azure/GCP': 4, 'C++': 6, 'Go': 6, 'Data Analysis': 6}",Intermediate,1,"['DevOps', 'Social Good', 'Web', 'Robotic Process Automation', 'E-commerce/Retail', 'Gaming']",Development,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0.01086487284062261,0.007409972326311503,0.0,0.0
ea92e163-f6a4-48f8-a3bf-d25d640437ba,Aurélien Ferrer,aurlien_ferrer@gmail.com,18,2nd year,M,Universitat de Lleida (UDL),None,"{'Go': 7, 'SQL': 3, 'Docker': 3, 'Python': 7, 'UI/UX Design': 7, 'HTML/CSS': 2, 'TypeScript': 2, 'AWS/Azure/GCP': 6, 'Data Visualization': 2}",Intermediate,4,"['Voice skills', 'Design', 'Gaming']",Development,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Catalan', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011230406601821202,0.007659270693125974,0.03567750608345798,0.0
28aa8f11-97cb-4b5c-ae38-e78def28dde8,Sofia Estrada,sofia_estrada@gmail.com,17,1st year,M,Universidad de Granada,None,"{'TypeScript': 4, 'Android Development': 2, 'UI/UX Design': 2}",Beginner,1,"['Lifehacks', 'Communication', 'IoT', 'Education']",Don't know,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': False}",0.01142332608921868,0.016478159515041568,0.14594705128078916,0.0
82276c11-7f67-483e-9ad8-5468dd56bc68,Evelyn Dupont,evelyn_dupont@gmail.com,20,2nd year,M,CentraleSupélec,None,"{'iOS Development': 3, 'UI/UX Design': 3, 'TensorFlow': 5, 'Android Development': 2, 'JavaScript': 4}",Intermediate,2,"['Blockchain', 'Gaming', 'Cybersecurity', 'Lifehacks', 'Fintech']",Don't know,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.04526133773775536,0.0029465079549589523,0.0,0.0
d69a0019-6a2f-415b-a5cb-4a1c2ad7f2a0,Sofía Renee Flynn,sofa_renee_flynn@yahoo.com,21,3rd year,S,Universidad de Valencia,None,"{'Data Analysis': 2, 'Android Development': 7, 'iOS Development': 2, 'Data Visualization': 3, 'Machine Learning': 5, 'TypeScript': 7, 'SQL': 2}",Intermediate,5,"['Social Good', 'Quantum', 'Enterprise']",Visualization,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03575696895750989,0.0,0.0,0.0
